@relation train-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.instance.RemovePercentage-P60.0

@attribute Loan_ID {LP001002,LP001003,LP001005,LP001006,LP001008,LP001011,LP001013,LP001014,LP001018,LP001020,LP001024,LP001027,LP001028,LP001029,LP001030,LP001032,LP001034,LP001036,LP001038,LP001041,LP001043,LP001046,LP001047,LP001050,LP001052,LP001066,LP001068,LP001073,LP001086,LP001087,LP001091,LP001095,LP001097,LP001098,LP001100,LP001106,LP001109,LP001112,LP001114,LP001116,LP001119,LP001120,LP001123,LP001131,LP001136,LP001137,LP001138,LP001144,LP001146,LP001151,LP001155,LP001157,LP001164,LP001179,LP001186,LP001194,LP001195,LP001197,LP001198,LP001199,LP001205,LP001206,LP001207,LP001213,LP001222,LP001225,LP001228,LP001233,LP001238,LP001241,LP001243,LP001245,LP001248,LP001250,LP001253,LP001255,LP001256,LP001259,LP001263,LP001264,LP001265,LP001266,LP001267,LP001273,LP001275,LP001279,LP001280,LP001282,LP001289,LP001310,LP001316,LP001318,LP001319,LP001322,LP001325,LP001326,LP001327,LP001333,LP001334,LP001343,LP001345,LP001349,LP001350,LP001356,LP001357,LP001367,LP001369,LP001370,LP001379,LP001384,LP001385,LP001387,LP001391,LP001392,LP001398,LP001401,LP001404,LP001405,LP001421,LP001422,LP001426,LP001430,LP001431,LP001432,LP001439,LP001443,LP001448,LP001449,LP001451,LP001465,LP001469,LP001473,LP001478,LP001482,LP001487,LP001488,LP001489,LP001491,LP001492,LP001493,LP001497,LP001498,LP001504,LP001507,LP001508,LP001514,LP001516,LP001518,LP001519,LP001520,LP001528,LP001529,LP001531,LP001532,LP001535,LP001536,LP001541,LP001543,LP001546,LP001552,LP001560,LP001562,LP001565,LP001570,LP001572,LP001574,LP001577,LP001578,LP001579,LP001580,LP001581,LP001585,LP001586,LP001594,LP001603,LP001606,LP001608,LP001610,LP001616,LP001630,LP001633,LP001634,LP001636,LP001637,LP001639,LP001640,LP001641,LP001643,LP001644,LP001647,LP001653,LP001656,LP001657,LP001658,LP001664,LP001665,LP001666,LP001669,LP001671,LP001673,LP001674,LP001677,LP001682,LP001688,LP001691,LP001692,LP001693,LP001698,LP001699,LP001702,LP001708,LP001711,LP001713,LP001715,LP001716,LP001720,LP001722,LP001726,LP001732,LP001734,LP001736,LP001743,LP001744,LP001749,LP001750,LP001751,LP001754,LP001758,LP001760,LP001761,LP001765,LP001768,LP001770,LP001776,LP001778,LP001784,LP001786,LP001788,LP001790,LP001792,LP001798,LP001800,LP001806,LP001807,LP001811,LP001813,LP001814,LP001819,LP001824,LP001825,LP001835,LP001836,LP001841,LP001843,LP001844,LP001846,LP001849,LP001854,LP001859,LP001864,LP001865,LP001868,LP001870,LP001871,LP001872,LP001875,LP001877,LP001882,LP001883,LP001884,LP001888,LP001891,LP001892,LP001894,LP001896,LP001900,LP001903,LP001904,LP001907,LP001908,LP001910,LP001914,LP001915,LP001917,LP001922,LP001924,LP001925,LP001926,LP001931,LP001935,LP001936,LP001938,LP001940,LP001945,LP001947,LP001949,LP001953,LP001954,LP001955,LP001963,LP001964,LP001972,LP001974,LP001977,LP001978,LP001990,LP001993,LP001994,LP001996,LP001998,LP002002,LP002004,LP002006,LP002008,LP002024,LP002031,LP002035,LP002036,LP002043,LP002050,LP002051,LP002053,LP002054,LP002055,LP002065,LP002067,LP002068,LP002082,LP002086,LP002087,LP002097,LP002098,LP002100,LP002101,LP002103,LP002106,LP002110,LP002112,LP002113,LP002114,LP002115,LP002116,LP002119,LP002126,LP002128,LP002129,LP002130,LP002131,LP002137,LP002138,LP002139,LP002140,LP002141,LP002142,LP002143,LP002144,LP002149,LP002151,LP002158,LP002160,LP002161,LP002170,LP002175,LP002178,LP002180,LP002181,LP002187,LP002188,LP002190,LP002191,LP002194,LP002197,LP002201,LP002205,LP002209,LP002211,LP002219,LP002223,LP002224,LP002225,LP002226,LP002229,LP002231,LP002234,LP002236,LP002237,LP002239,LP002243,LP002244,LP002250,LP002255,LP002262,LP002263,LP002265,LP002266,LP002272,LP002277,LP002281,LP002284,LP002287,LP002288,LP002296,LP002297,LP002300,LP002301,LP002305,LP002308,LP002314,LP002315,LP002317,LP002318,LP002319,LP002328,LP002332,LP002335,LP002337,LP002341,LP002342,LP002345,LP002347,LP002348,LP002357,LP002361,LP002362,LP002364,LP002366,LP002367,LP002368,LP002369,LP002370,LP002377,LP002379,LP002386,LP002387,LP002390,LP002393,LP002398,LP002401,LP002403,LP002407,LP002408,LP002409,LP002418,LP002422,LP002424,LP002429,LP002434,LP002435,LP002443,LP002444,LP002446,LP002447,LP002448,LP002449,LP002453,LP002455,LP002459,LP002467,LP002472,LP002473,LP002478,LP002484,LP002487,LP002489,LP002493,LP002494,LP002500,LP002501,LP002502,LP002505,LP002515,LP002517,LP002519,LP002522,LP002524,LP002527,LP002529,LP002530,LP002531,LP002533,LP002534,LP002536,LP002537,LP002541,LP002543,LP002544,LP002545,LP002547,LP002555,LP002556,LP002560,LP002562,LP002571,LP002582,LP002585,LP002586,LP002587,LP002588,LP002600,LP002602,LP002603,LP002606,LP002615,LP002618,LP002619,LP002622,LP002624,LP002625,LP002626,LP002634,LP002637,LP002640,LP002643,LP002648,LP002652,LP002659,LP002670,LP002682,LP002683,LP002684,LP002689,LP002690,LP002692,LP002693,LP002697,LP002699,LP002705,LP002706,LP002714,LP002716,LP002717,LP002720,LP002723,LP002729,LP002731,LP002732,LP002734,LP002738,LP002739,LP002740,LP002741,LP002743,LP002753,LP002755,LP002757,LP002767,LP002768,LP002772,LP002776,LP002777,LP002778,LP002784,LP002785,LP002788,LP002789,LP002792,LP002794,LP002795,LP002798,LP002804,LP002807,LP002813,LP002820,LP002821,LP002832,LP002833,LP002836,LP002837,LP002840,LP002841,LP002842,LP002847,LP002855,LP002862,LP002863,LP002868,LP002872,LP002874,LP002877,LP002888,LP002892,LP002893,LP002894,LP002898,LP002911,LP002912,LP002916,LP002917,LP002925,LP002926,LP002928,LP002931,LP002933,LP002936,LP002938,LP002940,LP002941,LP002943,LP002945,LP002948,LP002949,LP002950,LP002953,LP002958,LP002959,LP002960,LP002961,LP002964,LP002974,LP002978,LP002979,LP002983,LP002984,LP002990}
@attribute Gender {Male,Female}
@attribute Married {No,Yes}
@attribute Education {Graduate,'Not Graduate'}
@attribute Self_Employed {No,Yes}
@attribute ApplicantIncome numeric
@attribute CoapplicantIncome numeric
@attribute LoanAmount numeric
@attribute Loan_Amount_Term numeric
@attribute Credit_History numeric
@attribute Property_Area {Urban,Rural,Semiurban}
@attribute Loan_Status {Y,N}

@data
LP002455,Male,Yes,Graduate,No,3859,0,96,360,1,Semiurban,Y
LP002459,Male,Yes,Graduate,No,4301,0,118,360,1,Urban,Y
LP002467,Male,Yes,Graduate,No,3708,2569,173,360,1,Urban,N
LP002472,Male,No,Graduate,No,4354,0,136,360,1,Rural,Y
LP002473,Male,Yes,Graduate,No,8334,0,160,360,1,Semiurban,N
LP002478,Male,Yes,Graduate,Yes,2083,4083,160,360,0.842199,Semiurban,Y
LP002484,Male,Yes,Graduate,No,7740,0,128,180,1,Urban,Y
LP002487,Male,Yes,Graduate,No,3015,2188,153,360,1,Rural,Y
LP002489,Female,No,'Not Graduate',No,5191,0,132,360,1,Semiurban,Y
LP002493,Male,No,Graduate,No,4166,0,98,360,0,Semiurban,N
LP002494,Male,No,Graduate,No,6000,0,140,360,1,Rural,Y
LP002500,Male,Yes,'Not Graduate',No,2947,1664,70,180,0,Urban,N
LP002501,Male,Yes,Graduate,No,16692,0,110,360,1,Semiurban,Y
LP002502,Female,Yes,'Not Graduate',No,210,2917,98,360,1,Semiurban,Y
LP002505,Male,Yes,Graduate,No,4333,2451,110,360,1,Urban,N
LP002515,Male,Yes,Graduate,Yes,3450,2079,162,360,1,Semiurban,Y
LP002517,Male,Yes,'Not Graduate',No,2653,1500,113,180,0,Rural,N
LP002519,Male,Yes,Graduate,No,4691,0,100,360,1,Semiurban,Y
LP002522,Female,No,Graduate,Yes,2500,0,93,360,0.842199,Urban,Y
LP002524,Male,No,Graduate,No,5532,4648,162,360,1,Rural,Y
LP002527,Male,Yes,Graduate,Yes,16525,1014,150,360,1,Rural,Y
LP002529,Male,Yes,Graduate,No,6700,1750,230,300,1,Semiurban,Y
LP002530,Male,Yes,Graduate,No,2873,1872,132,360,0,Semiurban,N
LP002531,Male,Yes,Graduate,Yes,16667,2250,86,360,1,Semiurban,Y
LP002533,Male,Yes,Graduate,No,2947,1603,146.412162,360,1,Urban,N
LP002534,Female,No,'Not Graduate',No,4350,0,154,360,1,Rural,Y
LP002536,Male,Yes,'Not Graduate',No,3095,0,113,360,1,Rural,Y
LP002537,Male,Yes,Graduate,No,2083,3150,128,360,1,Semiurban,Y
LP002541,Male,Yes,Graduate,No,10833,0,234,360,1,Semiurban,Y
LP002543,Male,Yes,Graduate,No,8333,0,246,360,1,Semiurban,Y
LP002544,Male,Yes,'Not Graduate',No,1958,2436,131,360,1,Rural,Y
LP002545,Male,No,Graduate,No,3547,0,80,360,0,Rural,N
LP002547,Male,Yes,Graduate,No,18333,0,500,360,1,Urban,N
LP002555,Male,Yes,Graduate,Yes,4583,2083,160,360,1,Semiurban,Y
LP002556,Male,No,Graduate,No,2435,0,75,360,1,Urban,N
LP002560,Male,No,'Not Graduate',No,2699,2785,96,360,0.842199,Semiurban,Y
LP002562,Male,Yes,'Not Graduate',No,5333,1131,186,360,0.842199,Urban,Y
LP002571,Male,No,'Not Graduate',No,3691,0,110,360,1,Rural,Y
LP002582,Female,No,'Not Graduate',Yes,17263,0,225,360,1,Semiurban,Y
LP002585,Male,Yes,Graduate,No,3597,2157,119,360,0,Rural,N
LP002586,Female,Yes,Graduate,No,3326,913,105,84,1,Semiurban,Y
LP002587,Male,Yes,'Not Graduate',No,2600,1700,107,360,1,Rural,Y
LP002588,Male,Yes,Graduate,No,4625,2857,111,12,0.842199,Urban,Y
LP002600,Male,Yes,Graduate,Yes,2895,0,95,360,1,Semiurban,Y
LP002602,Male,No,Graduate,No,6283,4416,209,360,0,Rural,N
LP002603,Female,No,Graduate,No,645,3683,113,480,1,Rural,Y
LP002606,Female,No,Graduate,No,3159,0,100,360,1,Semiurban,Y
LP002615,Male,Yes,Graduate,No,4865,5624,208,360,1,Semiurban,Y
LP002618,Male,Yes,'Not Graduate',No,4050,5302,138,360,0.842199,Rural,N
LP002619,Male,Yes,'Not Graduate',No,3814,1483,124,300,1,Semiurban,Y
LP002622,Male,Yes,Graduate,No,3510,4416,243,360,1,Rural,Y
LP002624,Male,Yes,Graduate,No,20833,6667,480,360,0.842199,Urban,Y
LP002625,Male,No,Graduate,No,3583,0,96,360,1,Urban,N
LP002626,Male,Yes,Graduate,Yes,2479,3013,188,360,1,Urban,Y
LP002634,Female,No,Graduate,No,13262,0,40,360,1,Urban,Y
LP002637,Male,No,'Not Graduate',No,3598,1287,100,360,1,Rural,N
LP002640,Male,Yes,Graduate,No,6065,2004,250,360,1,Semiurban,Y
LP002643,Male,Yes,Graduate,No,3283,2035,148,360,1,Urban,Y
LP002648,Male,Yes,Graduate,No,2130,6666,70,180,1,Semiurban,N
LP002652,Male,No,Graduate,No,5815,3666,311,360,1,Rural,N
LP002659,Male,Yes,Graduate,No,3466,3428,150,360,1,Rural,Y
LP002670,Female,Yes,Graduate,No,2031,1632,113,480,1,Semiurban,Y
LP002682,Male,Yes,'Not Graduate',No,3074,1800,123,360,0,Semiurban,N
LP002683,Male,No,Graduate,No,4683,1915,185,360,1,Semiurban,N
LP002684,Female,No,'Not Graduate',No,3400,0,95,360,1,Rural,N
LP002689,Male,Yes,'Not Graduate',No,2192,1742,45,360,1,Semiurban,Y
LP002690,Male,No,Graduate,No,2500,0,55,360,1,Semiurban,Y
LP002692,Male,Yes,Graduate,Yes,5677,1424,100,360,1,Rural,Y
LP002693,Male,Yes,Graduate,Yes,7948,7166,480,360,1,Rural,Y
LP002697,Male,No,Graduate,No,4680,2087,146.412162,360,1,Semiurban,N
LP002699,Male,Yes,Graduate,Yes,17500,0,400,360,1,Rural,Y
LP002705,Male,Yes,Graduate,No,3775,0,110,360,1,Semiurban,Y
LP002706,Male,Yes,'Not Graduate',No,5285,1430,161,360,0,Semiurban,Y
LP002714,Male,No,'Not Graduate',No,2679,1302,94,360,1,Semiurban,Y
LP002716,Male,No,'Not Graduate',No,6783,0,130,360,1,Semiurban,Y
LP002717,Male,Yes,Graduate,No,1025,5500,216,360,0.842199,Rural,Y
LP002720,Male,Yes,Graduate,No,4281,0,100,360,1,Urban,Y
LP002723,Male,No,Graduate,No,3588,0,110,360,0,Rural,N
LP002729,Male,No,Graduate,No,11250,0,196,360,0.842199,Semiurban,N
LP002731,Female,No,'Not Graduate',Yes,18165,0,125,360,1,Urban,Y
LP002732,Male,No,'Not Graduate',No,2550,2042,126,360,1,Rural,Y
LP002734,Male,Yes,Graduate,No,6133,3906,324,360,1,Urban,Y
LP002738,Male,No,Graduate,No,3617,0,107,360,1,Semiurban,Y
LP002739,Male,Yes,'Not Graduate',No,2917,536,66,360,1,Rural,N
LP002740,Male,Yes,Graduate,No,6417,0,157,180,1,Rural,Y
LP002741,Female,Yes,Graduate,No,4608,2845,140,180,1,Semiurban,Y
LP002743,Female,No,Graduate,No,2138,0,99,360,0,Semiurban,N
LP002753,Female,No,Graduate,No,3652,0,95,360,1,Semiurban,Y
LP002755,Male,Yes,'Not Graduate',No,2239,2524,128,360,1,Urban,Y
LP002757,Female,Yes,'Not Graduate',No,3017,663,102,360,0.842199,Semiurban,Y
LP002767,Male,Yes,Graduate,No,2768,1950,155,360,1,Rural,Y
LP002768,Male,No,'Not Graduate',No,3358,0,80,36,1,Semiurban,N
LP002772,Male,No,Graduate,No,2526,1783,145,360,1,Rural,Y
LP002776,Female,No,Graduate,No,5000,0,103,360,0,Semiurban,N
LP002777,Male,Yes,Graduate,No,2785,2016,110,360,1,Rural,Y
LP002778,Male,Yes,Graduate,Yes,6633,0,146.412162,360,0,Rural,N
LP002784,Male,Yes,'Not Graduate',No,2492,2375,146.412162,360,1,Rural,Y
LP002785,Male,Yes,Graduate,No,3333,3250,158,360,1,Urban,Y
LP002788,Male,Yes,'Not Graduate',No,2454,2333,181,360,0,Urban,N
LP002789,Male,Yes,Graduate,No,3593,4266,132,180,0,Rural,N
LP002792,Male,Yes,Graduate,No,5468,1032,26,360,1,Semiurban,Y
